tipo,N,threads,resultado,referencia,erro_relativo,tempo_s,rep
integral,1000000000,8,0.7468240888,0.7468241328,5.894197e-08,2.307920,3
pi,1000000000,8,3.1416568360,3.1415926536,2.042990e-05,2.083101,4
integral,1000000000,8,0.7468240888,0.7468241328,5.894197e-08,2.336414,4
pi,1000000000,8,3.1416568360,3.1415926536,2.042990e-05,2.091748,5
integral,1000000000,8,0.7468240888,0.7468241328,5.894197e-08,2.321399,5
pi,1000000000,10,3.1416413240,3.1415926536,1.549227e-05,1.780477,1
integral,1000000000,10,0.7468381796,0.7468241328,1.880867e-05,1.931973,1
pi,1000000000,10,3.1416413240,3.1415926536,1.549227e-05,1.745339,2
integral,1000000000,10,0.7468381796,0.7468241328,1.880867e-05,1.912783,2
pi,1000000000,10,3.1416413240,3.1415926536,1.549227e-05,1.743462,3
integral,1000000000,10,0.7468381796,0.7468241328,1.880867e-05,1.912377,3
pi,1000000000,10,3.1416413240,3.1415926536,1.549227e-05,1.906077,4
integral,1000000000,10,0.7468381796,0.7468241328,1.880867e-05,1.946517,4
pi,1000000000,10,3.1416413240,3.1415926536,1.549227e-05,1.871901,5
integral,1000000000,10,0.7468381796,0.7468241328,1.880867e-05,2.002515,5
pi,1000000000,20,3.1416050440,3.1415926536,3.943990e-06,0.874465,1
integral,1000000000,20,0.7468300098,0.7468241328,7.869309e-06,0.957945,1
pi,1000000000,20,3.1416050440,3.1415926536,3.943990e-06,0.872721,2
integral,1000000000,20,0.7468300098,0.7468241328,7.869309e-06,0.957174,2
pi,1000000000,20,3.1416050440,3.1415926536,3.943990e-06,0.873153,3
integral,1000000000,20,0.7468300098,0.7468241328,7.869309e-06,0.957433,3
pi,1000000000,20,3.1416050440,3.1415926536,3.943990e-06,0.899890,4
integral,1000000000,20,0.7468300098,0.7468241328,7.869309e-06,1.155051,4
pi,1000000000,20,3.1416050440,3.1415926536,3.943990e-06,0.870970,5
integral,1000000000,20,0.7468300098,0.7468241328,7.869309e-06,0.959567,5
pi,1000000000,40,3.1415939920,3.1415926536,4.260292e-07,0.850018,1
integral,1000000000,40,0.7468252826,0.7468241328,1.539530e-06,0.874508,1
pi,1000000000,40,3.1415939920,3.1415926536,4.260292e-07,0.833305,2
integral,1000000000,40,0.7468252826,0.7468241328,1.539530e-06,0.863028,2
pi,1000000000,40,3.1415939920,3.1415926536,4.260292e-07,0.832984,3
integral,1000000000,40,0.7468252826,0.7468241328,1.539530e-06,0.861743,3
pi,1000000000,40,3.1415939920,3.1415926536,4.260292e-07,0.834615,4
integral,1000000000,40,0.7468252826,0.7468241328,1.539530e-06,0.851638,4
pi,1000000000,40,3.1415939920,3.1415926536,4.260292e-07,0.832955,5
integral,1000000000,40,0.7468252826,0.7468241328,1.539530e-06,0.846577,5
